age,sport_licence,niveau_etude,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
61.0,oui,bac+2,824.0,veuf,0.26,2024-08-26,570.96,1210.6581609804955
22.0,oui,aucun,4293.0,célibataire,0.2,2024-06-03,10000.0,6573.283808472922
26.0,oui,aucun,2491.0,célibataire,0.26,2020-04-06,10000.0,500.0
41.0,oui,doctorat,3253.0,célibataire,0.07,2023-04-05,5000.0,6578.03555118649
63.0,oui,master,821.0,veuf,0.9,2020-07-14,10000.0,2821.663093628245
20.0,non,aucun,1648.0,veuf,0.29,2022-11-02,5000.0,500.0
23.0,oui,doctorat,4993.0,veuf,0.71,2024-11-24,5000.0,24531.719684171592
65.0,non,master,4234.0,veuf,0.95,2022-12-10,45.76,500.0
44.0,non,bac+2,1466.0,divorcé,0.04,2024-03-02,5165.505999999999,500.0
41.0,oui,bac,3212.0,veuf,0.67,2020-12-08,567.05,2246.2040969922264
21.0,oui,bac+2,4528.0,veuf,0.86,2023-02-14,503.37,11746.79260295778
29.0,oui,bac,2363.0,marié,0.05,2024-12-09,10000.0,22443.39363856755
68.0,non,aucun,1696.0,veuf,0.34,2024-10-08,151.45,500.0
62.0,oui,master,1952.0,veuf,0.91,2020-11-07,656.01,500.0
56.0,non,master,2204.0,divorcé,0.47,2025-03-07,877.72,12252.748794684496
34.0,oui,aucun,2041.0,divorcé,0.24,2020-04-22,406.52,500.0
49.0,oui,bac,3877.0,célibataire,0.42,2022-03-05,5165.505999999999,7817.1916434233935
65.0,non,master,3751.0,veuf,0.16,2024-08-14,505.45,16633.015212831207
46.0,oui,doctorat,1199.0,veuf,0.02,2021-01-28,5396.607999999999,15787.011597958795
61.0,oui,aucun,3553.0,divorcé,0.55,2021-07-24,10000.0,500.0
50.0,non,bac+2,2006.0,célibataire,0.62,2021-01-12,10000.0,500.0
24.0,non,bac,1014.0,veuf,0.73,2022-12-10,5231.054,500.0
60.0,oui,doctorat,3348.0,veuf,0.33,2021-09-30,790.92,8785.647275252377
26.0,oui,bac+2,4296.0,veuf,0.61,2024-04-14,1276.56,28962.42599112615
65.0,oui,aucun,4387.0,marié,0.34,2021-04-25,1124.43,500.0
39.0,non,doctorat,2069.0,veuf,0.97,2023-06-19,10000.0,18818.44263026218
72.0,oui,bac,2353.0,veuf,0.31,2021-06-14,2390.1780000000003,500.0
54.0,oui,bac,3488.0,veuf,0.89,2023-04-16,5000.0,29092.25275367385
66.0,oui,aucun,2622.0,marié,0.86,2023-03-05,5000.0,500.0
40.0,non,bac,2528.0,divorcé,0.18,2023-01-31,419.16,500.0
34.0,non,doctorat,3287.0,veuf,0.98,2021-11-28,10000.0,5786.740345157061
41.0,non,aucun,2593.0,veuf,0.26,2024-06-15,5000.0,500.0
41.0,oui,bac,1666.0,divorcé,0.33,2021-06-15,881.69,500.0
70.0,oui,master,2586.0,divorcé,0.69,2022-10-24,5000.0,28955.74581778889
57.0,oui,master,2326.0,marié,0.31,2021-03-25,5000.0,2330.2632598060045
65.0,non,master,3278.0,veuf,0.15,2022-02-12,7148.433999999999,7711.0444663340095
31.0,oui,bac,1524.0,célibataire,0.42,2022-07-22,10000.0,8510.641264490181
32.0,oui,doctorat,1078.0,veuf,0.93,2023-09-01,10000.0,12554.751724872378
30.0,oui,bac,1875.0,veuf,0.27,2023-08-31,5268.7519999999995,29594.515884665238
59.0,oui,bac,1330.0,veuf,0.05,2023-11-23,10000.0,500.0
49.0,oui,bac+2,1202.0,veuf,0.41,2023-11-11,1155.51,12193.38851967661
37.0,non,aucun,935.0,divorcé,0.52,2023-03-30,608.56,500.0
62.0,non,master,4230.0,divorcé,0.77,2023-12-30,10000.0,500.0
45.0,non,master,1079.0,célibataire,0.62,2025-02-06,1030.74,500.0
67.0,non,bac,2080.0,divorcé,0.51,2021-04-08,1602.738,500.0
40.0,oui,doctorat,4531.0,divorcé,0.63,2020-08-27,1582.6799999999998,13740.833834545987
19.0,oui,bac+2,2901.0,veuf,0.55,2020-03-03,950.3,500.0
61.0,oui,bac,1462.0,divorcé,0.58,2022-01-05,8000.0,6421.768621953018
43.0,non,aucun,709.0,veuf,0.19,2021-01-22,1101.84,500.0
19.0,non,bac+2,3141.0,marié,0.8,2021-10-06,10000.0,500.0
48.0,non,master,2139.0,veuf,0.76,2021-01-29,10000.0,500.0
38.0,non,bac,4636.0,veuf,0.38,2022-07-29,5283.5019999999995,7455.710805702508
31.0,non,bac+2,2839.0,célibataire,0.74,2022-02-10,10000.0,12893.598253297478
55.0,oui,bac,1000.0,veuf,0.87,2022-12-02,5000.0,500.0
64.0,non,master,1484.0,veuf,0.92,2020-09-11,5000.0,500.0
43.0,non,bac+2,2189.0,célibataire,0.7,2020-09-17,7224.258,19004.470083571745
29.0,oui,master,2296.0,marié,0.46,2024-08-27,10000.0,19045.88848440653
75.0,oui,master,3943.0,divorcé,0.65,2024-02-03,1109.61,19837.88660875396
36.0,oui,doctorat,4003.0,divorcé,0.05,2022-09-13,5000.0,500.0
28.0,oui,aucun,1789.0,divorcé,0.93,2021-11-02,10000.0,8756.723674917808
71.0,oui,bac+2,500.0,veuf,0.26,2022-07-01,10000.0,9911.218002023474
63.0,oui,doctorat,516.0,divorcé,0.36,2020-07-16,974.62,6032.00011757569
58.0,non,master,1915.0,veuf,0.08,2022-05-08,10000.0,500.0
39.0,non,doctorat,2392.0,divorcé,0.26,2022-03-14,10000.0,26189.12645870388
19.0,non,bac+2,1583.0,célibataire,0.01,2022-06-05,5000.0,24680.0774507181
54.0,non,aucun,2145.0,veuf,0.93,2020-12-27,1067.83,500.0
70.0,non,bac+2,1145.0,veuf,0.8,2023-05-26,5000.0,4572.9136259025045
28.0,non,master,4063.0,veuf,0.7,2021-02-10,10000.0,14775.276950172578
67.0,non,bac+2,3888.0,célibataire,0.31,2024-03-15,5000.0,6825.6829304939
36.0,non,bac+2,2626.0,divorcé,0.25,2023-10-01,3461.9260000000004,4266.91824275004
56.0,non,master,3433.0,célibataire,0.39,2023-08-25,5277.378,33065.25263911418
49.0,non,bac,4216.0,marié,0.26,2025-02-03,10000.0,500.0
25.0,non,bac,3858.0,veuf,0.78,2024-05-25,10000.0,500.0
34.0,non,doctorat,4233.0,divorcé,0.81,2022-03-05,811.6,9896.815270930165
48.0,non,bac,4096.0,marié,0.77,2024-06-09,5000.0,500.0
73.0,non,bac+2,4373.0,marié,0.43,2021-04-19,4325.892,500.0
26.0,oui,bac+2,1396.0,célibataire,0.04,2023-01-06,1294.94,13508.407969491604
31.0,oui,aucun,1300.0,veuf,0.37,2024-02-09,7125.745999999999,5834.772607026931
62.0,non,doctorat,2758.0,divorcé,0.76,2025-01-27,7182.106,15926.210142815362
41.0,non,doctorat,1134.0,marié,0.79,2024-08-01,10000.0,33557.52188218835
52.0,non,bac+2,500.0,célibataire,0.9,2021-07-29,10000.0,500.0
28.0,non,aucun,500.0,veuf,0.85,2020-02-16,10000.0,500.0
32.0,oui,doctorat,2458.0,veuf,0.65,2023-03-23,5000.0,16979.774550711878
24.0,non,bac,992.0,célibataire,0.06,2024-03-04,5000.0,500.0
59.0,oui,master,626.0,veuf,0.58,2021-11-28,6125.746,9006.559464572843
22.0,non,aucun,623.0,veuf,0.6,2021-01-24,2401.734,500.0
40.0,non,bac+2,2877.0,marié,0.97,2020-12-07,10000.0,23492.83364915572
57.0,non,doctorat,1467.0,veuf,0.66,2024-07-23,10000.0,11797.108535207635
47.0,oui,master,3407.0,marié,0.76,2021-04-02,5000.0,9473.854913416466
19.0,oui,bac,2386.0,veuf,0.91,2023-09-02,96.92,500.0
60.0,non,doctorat,4083.0,veuf,0.43,2020-12-07,9000.0,27440.992085421065
42.0,oui,aucun,1061.0,veuf,0.4,2023-10-18,5000.0,500.0
21.0,non,bac+2,1793.0,célibataire,0.78,2024-10-26,5296.946,6629.420420056964
75.0,oui,aucun,1386.0,divorcé,0.59,2024-06-30,10000.0,500.0
29.0,non,bac,3223.0,divorcé,0.34,2024-02-14,5000.0,500.0
48.0,non,doctorat,4337.0,veuf,0.65,2022-08-15,5000.0,19559.64502800554
72.0,non,bac,1997.0,célibataire,0.1,2021-09-01,10000.0,500.0
68.0,oui,master,2424.0,célibataire,0.73,2020-11-06,747.92,500.0
34.0,oui,bac,2311.0,célibataire,0.9,2022-09-26,5000.0,31541.944905132237
73.0,non,doctorat,3038.0,marié,0.9,2024-08-12,10000.0,500.0
64.0,non,doctorat,2176.0,marié,0.28,2025-03-13,7000.0,5450.047586189319
22.0,oui,bac,2935.0,divorcé,0.27,2024-01-20,1044.36,500.0
64.0,non,master,2055.0,divorcé,0.62,2020-09-04,5000.0,500.0
61.0,non,bac+2,4638.0,célibataire,0.39,2022-07-17,5000.0,17886.516390585155
24.0,non,aucun,2419.0,célibataire,0.53,2024-04-15,1409.31,500.0
61.0,oui,doctorat,2547.0,veuf,0.91,2024-07-23,5000.0,3369.3744318165614
50.0,non,bac+2,2218.0,veuf,0.84,2020-05-07,1196.08,500.0
26.0,oui,master,2311.0,marié,0.88,2020-01-22,6125.746,21794.37831965035
63.0,oui,doctorat,2995.0,divorcé,0.13,2022-02-09,8101.005999999999,500.0
58.0,non,bac,4934.0,marié,0.77,2023-02-28,10000.0,500.0
18.0,non,master,2159.0,divorcé,0.69,2021-01-05,989.16,3092.254969883925
36.0,non,master,1290.0,célibataire,0.02,2020-08-17,5000.0,13025.14462242449
44.0,oui,master,3695.0,veuf,0.83,2024-02-07,3303.382,500.0
53.0,non,bac,2744.0,divorcé,0.5,2024-02-14,1112.23,500.0
37.0,oui,master,3913.0,célibataire,0.63,2021-05-08,5000.0,6715.61537709786
32.0,non,bac,3129.0,célibataire,0.87,2023-07-04,10000.0,500.0
53.0,non,aucun,500.0,marié,0.14,2024-12-09,5000.0,500.0
64.0,non,bac+2,1457.0,veuf,0.87,2020-04-07,1136.31,500.0
22.0,non,bac+2,3275.0,divorcé,0.45,2024-08-04,10000.0,11803.78867034029
49.0,non,master,1810.0,veuf,0.71,2021-09-07,10000.0,3500.557576010081
52.0,non,master,1048.0,marié,0.17,2021-02-04,10000.0,500.0
30.0,non,bac,1877.0,marié,0.91,2023-12-08,5000.0,7809.853114437147
60.0,oui,bac,5257.0,veuf,0.85,2020-11-29,1171.71,500.0
59.0,non,doctorat,3378.0,veuf,0.65,2021-04-09,10000.0,16138.751573772435
30.0,non,aucun,3717.0,divorcé,0.59,2025-04-19,5125.746,10383.823143375228
20.0,oui,aucun,1740.0,divorcé,0.85,2021-03-02,5000.0,714.5934669729961
25.0,non,bac,1469.0,veuf,0.76,2024-10-18,1830.804,500.0
43.0,non,aucun,500.0,veuf,0.23,2022-05-04,10000.0,500.0
63.0,non,master,3414.0,célibataire,0.77,2021-06-17,10000.0,500.0
62.0,oui,aucun,2523.0,marié,0.24,2024-08-06,10000.0,5463.838884794415
63.0,oui,master,2042.0,marié,0.33,2022-07-05,5187.012000000001,31524.824994830004
74.0,oui,bac+2,2313.0,divorcé,0.97,2023-11-15,5000.0,21209.767171711654
27.0,non,master,3534.0,veuf,0.11,2024-01-06,5000.0,500.0
56.0,oui,aucun,3070.0,veuf,0.88,2022-11-08,1175.8,500.0
28.0,oui,doctorat,1810.0,veuf,0.78,2020-08-01,5000.0,22315.06238359706
50.0,non,bac,3439.0,veuf,0.25,2024-11-20,10000.0,500.0
30.0,non,master,2860.0,veuf,0.29,2024-01-30,10000.0,500.0
29.0,non,bac+2,1089.0,marié,0.6,2023-05-12,10000.0,9854.969839738727
37.0,oui,master,1939.0,veuf,0.35,2024-09-16,6125.746,7914.959573756707
39.0,oui,aucun,3826.0,veuf,0.2,2021-10-02,8125.745999999999,17034.78333874209
44.0,non,doctorat,4366.0,veuf,0.16,2020-02-06,10000.0,500.0
55.0,non,doctorat,829.0,veuf,0.71,2024-04-07,5000.0,500.0
59.0,oui,bac,1320.0,veuf,0.48,2024-06-30,5000.0,16215.231385224684
72.0,non,aucun,2960.0,célibataire,0.67,2024-07-12,298.96,500.0
21.0,oui,bac,3432.0,divorcé,0.96,2020-11-04,3356.8,500.0
74.0,oui,bac,1358.0,veuf,1.0,2020-02-07,808.75,8761.853136491114
41.0,oui,bac+2,3007.0,veuf,0.44,2023-06-19,2625.4999999999995,500.0
62.0,oui,aucun,3202.0,marié,0.46,2025-01-10,5000.0,500.0
22.0,oui,bac,4367.0,célibataire,0.57,2020-11-13,4356.8,500.0
68.0,non,doctorat,2281.0,divorcé,0.74,2021-02-26,544.41,3486.6993100519944
75.0,oui,master,2026.0,marié,0.52,2020-01-27,5000.0,27897.541404321382
64.0,non,bac,1201.0,divorcé,0.43,2023-03-23,6125.746,19350.647648909504
32.0,non,bac,500.0,veuf,0.45,2025-03-10,3447.292,6475.156153333484
51.0,oui,doctorat,500.0,veuf,0.94,2022-07-24,4339.7880000000005,500.0
58.0,oui,master,3118.0,veuf,0.98,2022-07-18,7270.502,9533.14406366308
50.0,non,doctorat,3528.0,célibataire,0.77,2023-12-12,7125.745999999999,16014.71620420976
27.0,non,bac,500.0,veuf,0.52,2023-03-10,5000.0,3920.802343532031
23.0,oui,doctorat,3604.0,divorcé,0.83,2021-04-09,10000.0,32721.068897569305
42.0,oui,bac+2,4107.0,marié,0.88,2024-08-19,10000.0,24216.57511217492
23.0,oui,doctorat,3539.0,marié,0.41,2021-01-23,7125.745999999999,25905.941031637856
22.0,non,doctorat,3393.0,célibataire,0.42,2020-10-21,664.17,3973.117689104547
72.0,oui,master,2312.0,divorcé,0.81,2022-08-02,576.59,19604.61050237008
52.0,non,bac,545.0,marié,0.52,2023-04-23,7000.0,500.0
36.0,non,bac,2767.0,veuf,0.12,2022-04-19,10000.0,4735.506150272061
37.0,non,aucun,3436.0,divorcé,0.32,2021-09-18,10000.0,500.0
33.0,oui,master,3695.0,veuf,0.91,2023-12-21,940.87,4604.910372466635
31.0,non,aucun,1789.0,veuf,0.36,2024-06-07,883.33,500.0
54.0,oui,aucun,2188.0,veuf,0.86,2023-03-20,10000.0,15638.627138770684
54.0,oui,bac,500.0,marié,0.08,2020-05-28,10000.0,500.0
45.0,non,bac+2,3509.0,veuf,0.81,2024-12-07,6165.505999999999,500.0
34.0,oui,bac,2303.0,veuf,0.88,2024-01-11,10000.0,500.0
24.0,oui,aucun,3722.0,marié,0.18,2024-04-02,4356.8,500.0
46.0,non,bac+2,2919.0,marié,0.27,2024-01-23,1267.52,500.0
56.0,non,bac+2,2080.0,célibataire,0.14,2022-07-10,1043.11,500.0
53.0,oui,aucun,794.0,veuf,1.0,2020-06-27,5052.24,500.0
65.0,non,aucun,3685.0,veuf,0.68,2021-05-15,2616.966,500.0
71.0,non,bac,1935.0,divorcé,0.23,2025-01-28,772.55,2208.5058794575866
55.0,non,aucun,3611.0,divorcé,0.68,2022-12-06,5000.0,500.0
28.0,oui,aucun,3641.0,veuf,0.0,2021-10-21,6231.054,500.0
47.0,oui,master,1901.0,veuf,0.77,2024-05-31,6125.746,11859.51542362792
42.0,non,aucun,1727.0,veuf,0.82,2023-10-11,5000.0,7369.473481598813
54.0,oui,master,4185.0,célibataire,0.21,2023-04-02,10000.0,15729.586762839284
66.0,non,master,2513.0,célibataire,0.33,2022-10-23,5000.0,1781.1275821825484
63.0,oui,master,1151.0,marié,0.1,2024-11-13,5000.0,26998.421826954
37.0,non,master,3224.0,veuf,0.65,2023-09-28,5000.0,500.0
33.0,non,master,2422.0,veuf,0.97,2024-07-03,10000.0,16920.48060456624
67.0,oui,master,3554.0,veuf,0.76,2024-11-28,7125.746000000001,12333.778691201793
38.0,oui,bac,2406.0,veuf,0.8,2024-10-05,103.08,17414.106839029228
26.0,non,master,1450.0,célibataire,0.85,2022-04-01,10000.0,500.0
40.0,oui,bac,1397.0,célibataire,0.97,2020-12-23,996.0,500.0
70.0,non,doctorat,2819.0,veuf,0.69,2020-03-16,7035.81,17585.09257910721
72.0,non,aucun,2861.0,veuf,0.13,2021-07-31,3263.45,500.0
37.0,oui,bac+2,1722.0,célibataire,0.35,2021-09-03,1137.42,14892.577252226496
67.0,non,bac+2,1803.0,célibataire,0.07,2023-09-03,870.08,500.0
64.0,oui,doctorat,2970.0,marié,1.0,2023-08-04,5000.0,14106.38641052308
36.0,oui,aucun,3576.0,veuf,0.57,2020-01-30,10000.0,500.0
44.0,oui,master,1243.0,veuf,0.12,2023-10-03,7125.745999999999,10704.109285767092
21.0,oui,master,4176.0,veuf,0.8,2023-07-29,5000.0,15627.706691694066
46.0,oui,doctorat,500.0,veuf,0.94,2024-01-13,5000.0,6132.823138851769
30.0,non,master,2314.0,veuf,0.88,2020-01-08,5000.0,500.0
37.0,oui,bac+2,2444.0,veuf,0.34,2023-11-27,919.24,500.0
69.0,oui,aucun,3506.0,veuf,0.96,2025-02-15,10000.0,500.0
41.0,oui,doctorat,2750.0,célibataire,0.29,2021-11-08,8073.278,16523.76395930069
41.0,oui,master,2602.0,veuf,0.07,2020-06-30,10000.0,16355.90655215893
42.0,non,doctorat,500.0,veuf,0.77,2022-01-12,7201.1,500.0
21.0,non,doctorat,500.0,veuf,0.17,2022-03-04,10000.0,500.0
65.0,oui,bac,2752.0,veuf,0.77,2022-08-26,5000.0,6121.315263757373
56.0,non,aucun,1201.0,divorcé,0.05,2021-07-27,5329.918,500.0
43.0,oui,aucun,3317.0,veuf,0.8,2022-01-06,5000.0,30125.78325347064
67.0,oui,doctorat,659.0,divorcé,0.83,2022-10-30,6125.746,18345.053800117897
26.0,non,master,2173.0,veuf,0.09,2021-03-03,10000.0,13643.688062808213
24.0,non,doctorat,3999.0,veuf,0.49,2025-03-16,5000.0,10444.075135209612
30.0,non,master,1982.0,veuf,0.24,2022-10-28,5000.0,12665.709421958209
68.0,oui,aucun,1845.0,divorcé,0.04,2024-05-05,4154.11,500.0
20.0,oui,bac,2495.0,célibataire,0.83,2023-04-16,5000.0,14865.335014598111
30.0,non,master,2966.0,veuf,0.55,2023-09-02,10000.0,500.0
25.0,non,bac,1928.0,veuf,0.58,2024-11-24,4356.8,500.0
59.0,non,master,3713.0,marié,0.44,2022-09-02,6267.196,500.0
46.0,oui,master,1558.0,divorcé,0.64,2021-02-06,7125.745999999999,24225.31791787086
36.0,non,aucun,2448.0,célibataire,0.24,2022-03-14,4326.7699999999995,500.0
27.0,non,doctorat,4293.0,veuf,0.07,2025-04-25,4357.294,29927.217002460013
19.0,non,bac,3447.0,divorcé,0.91,2023-01-03,4356.8,500.0
20.0,oui,bac,1704.0,veuf,0.51,2022-03-08,447.99,500.0
32.0,oui,bac,3231.0,veuf,0.94,2022-10-11,611.17,10931.480294130806
53.0,non,bac+2,2170.0,marié,0.85,2023-10-08,10000.0,3043.513291368942
71.0,non,bac,4287.0,veuf,0.65,2023-06-05,5000.0,5572.389723945767
42.0,non,aucun,1202.0,divorcé,0.87,2023-10-03,869.09,500.0
39.0,non,doctorat,2412.0,célibataire,0.79,2020-03-29,1281.03,500.0
51.0,non,master,2308.0,veuf,0.25,2021-09-28,10000.0,831.985784179443
65.0,oui,master,3896.0,veuf,0.3,2020-01-21,8000.0,13019.99429043204
32.0,non,doctorat,1669.0,divorcé,0.34,2022-03-24,10000.0,11312.876031222666
35.0,non,master,1985.0,veuf,0.61,2023-10-28,956.99,500.0
39.0,oui,bac+2,836.0,veuf,0.65,2022-02-28,10000.0,500.0
25.0,non,bac,2773.0,veuf,0.15,2024-06-21,10000.0,500.0
31.0,oui,bac,4203.0,veuf,0.53,2020-08-14,7125.745999999999,5892.762293643281
21.0,oui,master,1543.0,veuf,0.52,2021-04-20,10000.0,9301.26896513782
56.0,non,master,2849.0,veuf,0.04,2023-09-26,8000.0,500.0
60.0,oui,aucun,2992.0,célibataire,0.86,2020-01-03,5000.0,19991.65239752223
55.0,oui,aucun,4341.0,veuf,0.86,2024-01-20,5000.0,24549.243282132564
49.0,oui,doctorat,500.0,veuf,0.83,2021-08-26,7115.902,25768.47754088107
37.0,non,bac+2,3035.0,marié,0.41,2023-05-14,5322.796,16890.512301637198
68.0,non,aucun,500.0,divorcé,0.67,2020-10-10,5120.8099999999995,500.0
52.0,oui,bac,665.0,veuf,0.01,2021-01-28,5000.0,500.0
20.0,non,bac+2,2838.0,célibataire,0.32,2023-06-14,5000.0,6167.335196743631
74.0,oui,aucun,3075.0,veuf,0.54,2020-08-05,259.29,500.0
55.0,oui,bac+2,1763.0,divorcé,0.95,2024-09-19,6171.2,1225.8505268763674
30.0,oui,aucun,3473.0,veuf,0.91,2020-05-04,676.99,11911.706851527037
61.0,oui,aucun,5062.0,veuf,0.73,2020-08-21,10000.0,8069.101379912342
41.0,non,aucun,2139.0,divorcé,0.04,2020-01-30,5238.394,500.0
23.0,non,doctorat,1911.0,veuf,0.39,2024-01-03,5000.0,500.0
22.0,oui,master,3252.0,marié,0.14,2020-08-20,5000.0,13015.662047007962
43.0,non,aucun,5535.0,veuf,0.55,2024-02-25,218.04,10879.66448682499
41.0,oui,doctorat,1350.0,divorcé,0.88,2023-04-08,5000.0,16983.95840419799
45.0,non,aucun,1871.0,marié,0.83,2020-04-17,5000.0,500.0
25.0,non,bac,3319.0,célibataire,0.27,2023-12-28,405.31,500.0
70.0,non,bac,3272.0,divorcé,0.42,2023-06-10,5000.0,11973.114501683653
66.0,non,aucun,2052.0,divorcé,0.77,2022-12-26,5000.0,4478.639840748207
36.0,oui,aucun,3400.0,veuf,0.99,2022-09-26,841.13,5692.100311532642
25.0,oui,doctorat,2623.0,marié,0.19,2020-07-21,2461.9260000000004,29465.015569620777
60.0,non,aucun,3992.0,veuf,0.17,2022-12-16,783.04,500.0
32.0,oui,bac,3574.0,divorcé,0.47,2023-11-22,359.96,500.0
51.0,non,bac,3967.0,célibataire,0.76,2023-07-10,571.11,500.0
54.0,oui,aucun,1952.0,célibataire,0.14,2022-02-27,6125.746,1232.6068113577903
57.0,non,bac+2,3661.0,veuf,0.93,2021-03-17,5000.0,500.0
72.0,oui,bac+2,3207.0,veuf,0.15,2023-01-04,10000.0,5530.597812765988
55.0,oui,master,2101.0,veuf,0.69,2020-09-23,684.62,17069.27744268564
49.0,non,doctorat,4248.0,marié,0.72,2020-05-30,5000.0,25916.79844806148
62.0,oui,bac+2,4331.0,marié,0.15,2025-04-03,10000.0,12065.279423013879
46.0,non,master,2857.0,veuf,0.52,2022-03-03,7211.973999999999,10604.838749470651
68.0,oui,doctorat,3114.0,marié,0.82,2022-01-11,10000.0,19319.195847790572
53.0,oui,bac,2784.0,divorcé,0.59,2022-08-10,8182.106,26682.727052126305
23.0,oui,bac,2455.0,veuf,0.6,2020-02-14,843.38,500.0
41.0,oui,aucun,4222.0,veuf,0.03,2024-05-07,10000.0,16780.56435533417
49.0,oui,doctorat,885.0,célibataire,0.01,2023-04-23,5000.0,500.0
73.0,non,master,2946.0,veuf,0.01,2024-05-01,1024.1,500.0
42.0,oui,doctorat,2577.0,marié,0.78,2021-04-07,5000.0,6876.098927546042
67.0,oui,master,3780.0,veuf,0.97,2024-03-07,10000.0,28127.002076331035
59.0,non,bac+2,2307.0,veuf,0.06,2023-08-12,10000.0,8026.520881271984
59.0,non,doctorat,4011.0,veuf,0.16,2022-08-30,8103.360000000001,8038.154315679714
63.0,oui,bac,1662.0,célibataire,0.14,2021-08-21,10000.0,5372.67970709596
59.0,oui,bac+2,1682.0,veuf,0.22,2025-02-09,1256.4,10814.797198686954
21.0,oui,bac,1572.0,divorcé,0.27,2022-06-21,5000.0,500.0
50.0,non,doctorat,750.0,divorcé,0.22,2023-01-04,5000.0,20429.494276792346
27.0,oui,bac+2,1297.0,veuf,0.32,2023-09-13,10000.0,500.0
31.0,non,bac,2395.0,divorcé,0.88,2021-04-05,5000.0,6456.431926491355
26.0,non,doctorat,2431.0,divorcé,0.54,2022-11-21,3357.7300000000005,3695.682344012468
75.0,oui,bac,3656.0,marié,0.62,2023-05-29,10000.0,30542.93476217789
23.0,oui,bac,500.0,marié,0.56,2022-01-29,1261.83,2669.522462637283
62.0,oui,aucun,4621.0,veuf,0.02,2022-04-01,10000.0,31884.527833777403
63.0,non,aucun,2422.0,marié,0.81,2022-08-26,6250.589999999999,500.0
38.0,non,doctorat,3100.0,veuf,0.91,2023-07-06,10000.0,15027.299612234465
34.0,non,master,3358.0,divorcé,0.18,2024-07-18,10000.0,5051.814792114114
42.0,oui,doctorat,1779.0,veuf,0.63,2022-11-21,3576.7599999999998,16961.42643248809
38.0,non,aucun,1455.0,veuf,0.01,2020-09-14,3557.314,500.0
35.0,oui,doctorat,1103.0,divorcé,0.54,2024-07-16,10000.0,2352.2414893533264
36.0,non,bac+2,2426.0,divorcé,0.92,2020-05-17,10000.0,5866.375322067914
26.0,oui,aucun,3204.0,divorcé,0.35,2022-05-22,1376.99,500.0
68.0,non,master,3948.0,veuf,0.14,2022-12-02,8000.0,6915.632154860046
31.0,non,bac,3482.0,veuf,0.17,2022-01-13,8125.745999999999,1437.0735569086846
39.0,oui,master,4245.0,veuf,0.21,2020-02-11,64.36,33155.82905739895
48.0,non,bac,2314.0,veuf,0.66,2025-02-23,5165.505999999999,500.0
59.0,non,bac,2967.0,veuf,0.99,2021-10-16,5323.465999999999,500.0
31.0,non,master,3118.0,veuf,0.95,2022-01-01,5000.0,23885.07008411928
53.0,oui,bac,2216.0,marié,0.99,2020-11-05,4433.178,500.0
46.0,oui,bac,1689.0,veuf,0.45,2022-08-29,10000.0,500.0
52.0,non,bac,2452.0,veuf,0.11,2021-07-02,602.88,500.0
26.0,oui,bac,4105.0,marié,0.64,2020-11-23,925.72,500.0
43.0,oui,doctorat,3256.0,divorcé,0.24,2021-05-03,10000.0,500.0
60.0,oui,doctorat,1187.0,célibataire,0.37,2022-12-07,10000.0,500.0
28.0,oui,bac,2170.0,divorcé,0.5,2020-04-20,10000.0,500.0
47.0,non,aucun,2733.0,veuf,0.51,2022-12-12,1084.53,500.0
61.0,oui,bac,3310.0,veuf,0.42,2020-07-01,616.56,500.0
68.0,non,doctorat,1090.0,divorcé,0.08,2020-07-29,4259.762,500.0
61.0,non,aucun,2060.0,célibataire,0.92,2024-11-11,10000.0,500.0
59.0,non,bac,3518.0,veuf,0.87,2020-02-04,5350.854,19287.96212160466
52.0,oui,doctorat,1910.0,marié,0.57,2021-04-17,5000.0,21132.049542767105
31.0,oui,master,2552.0,divorcé,0.47,2022-11-13,3600.4800000000005,31950.332444709336
34.0,oui,bac,1803.0,célibataire,0.85,2021-06-12,951.47,11631.873091826385
60.0,oui,bac,3009.0,veuf,0.99,2021-09-01,547.6,3794.441145924668
72.0,non,doctorat,1987.0,marié,0.8,2025-04-30,5187.012000000001,1522.226719462283
48.0,oui,bac,1344.0,veuf,0.42,2024-02-13,604.62,500.0
75.0,non,aucun,4861.0,veuf,0.77,2023-04-16,5215.1,500.0
49.0,non,bac+2,2293.0,divorcé,0.65,2021-12-11,10000.0,500.0
21.0,non,bac+2,2992.0,divorcé,0.28,2024-07-04,5000.0,500.0
52.0,non,master,1351.0,divorcé,0.82,2024-01-27,10000.0,500.0
52.0,non,doctorat,1087.0,célibataire,0.95,2020-08-09,8000.0,9820.51554943963
58.0,oui,master,2731.0,célibataire,0.92,2022-11-03,10000.0,15191.887899649068
61.0,non,bac,3187.0,marié,0.38,2020-05-12,5000.0,12215.732423840973
71.0,oui,aucun,3464.0,veuf,1.0,2022-10-31,10000.0,500.0
60.0,oui,aucun,3341.0,divorcé,0.48,2025-05-05,5000.0,9402.110423038688
41.0,oui,bac+2,2741.0,veuf,0.82,2024-12-26,10000.0,500.0
59.0,oui,bac+2,2812.0,marié,0.66,2022-06-07,5000.0,500.0
46.0,non,aucun,3068.0,marié,0.97,2021-07-15,8237.502,4651.647352436719
71.0,non,bac+2,785.0,veuf,0.57,2020-08-10,10000.0,21197.901976377645
