age,sport_licence,niveau_etude,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
21.0,oui,bac+2,2.0,162.2,2714.0,veuf,0.58,2022-12-29,1063.2,7816.716046891914
68.0,oui,bac,0.0,292.7,2628.0,veuf,0.71,2021-10-01,10000.0,4872.619890470138
28.0,non,bac+2,3.0,301.6,3160.0,marié,0.09,2022-05-18,5000.0,500.0
47.0,non,bac+2,3.0,192.9,918.0,veuf,0.19,2023-09-06,786.91,500.0
75.0,non,doctorat,0.0,186.2,5313.0,divorcé,0.88,2024-05-01,10000.0,18665.82973888772
64.0,non,bac+2,1.0,391.5,2375.0,divorcé,0.04,2021-10-07,5000.0,500.0
70.0,oui,bac,0.0,298.2,1865.0,divorcé,0.75,2023-05-24,5000.0,1258.6695793032527
18.0,non,bac+2,3.0,235.8,2970.0,divorcé,0.24,2022-10-27,374.13,500.0
48.0,non,doctorat,0.0,179.6,2714.0,marié,0.02,2024-04-12,7073.278,16761.12307837128
38.0,oui,bac,1.0,61.1,1871.0,veuf,0.67,2021-07-14,4143.005999999999,500.0
75.0,oui,bac,1.0,218.3,5119.0,veuf,0.76,2023-11-23,52.19,21730.1037980072
41.0,non,master,4.0,321.8,782.0,marié,0.81,2025-06-04,659.24,10073.57564878958
56.0,non,bac,3.0,248.5,2988.0,divorcé,0.42,2025-01-02,10000.0,16788.31159504446
18.0,oui,bac,0.0,149.7,3272.0,divorcé,0.98,2021-05-07,5000.0,500.0
55.0,non,aucun,5.0,167.9,3513.0,veuf,0.81,2022-01-27,6318.868,500.0
43.0,oui,doctorat,3.0,302.8,2597.0,marié,0.7,2020-05-31,5000.0,500.0
37.0,oui,master,0.0,167.5,1504.0,veuf,0.31,2023-02-18,10000.0,500.0
52.0,oui,bac+2,2.0,209.2,3497.0,veuf,0.26,2021-02-03,10000.0,27067.299243555663
20.0,oui,doctorat,3.0,284.5,2348.0,veuf,0.51,2022-09-21,965.32,10272.473001297143
50.0,oui,bac,1.0,374.2,4167.0,veuf,0.66,2022-01-27,10000.0,500.0
73.0,non,doctorat,1.0,392.9,2927.0,veuf,0.51,2023-04-25,10000.0,500.0
51.0,non,bac+2,0.0,237.1,1135.0,divorcé,0.74,2022-04-03,512.35,500.0
32.0,non,doctorat,0.0,381.4,4229.0,divorcé,0.38,2020-04-10,5190.964,2230.4768370441548
55.0,oui,aucun,2.0,177.3,3219.0,veuf,0.79,2024-03-23,988.42,29159.75396291384
58.0,non,aucun,2.0,332.6,2430.0,veuf,0.2,2020-10-06,378.79,500.0
54.0,oui,bac,2.0,280.1,4279.0,veuf,0.01,2022-10-03,10000.0,500.0
34.0,non,doctorat,2.0,307.5,4721.0,veuf,0.83,2022-02-21,5000.0,23979.35837424699
45.0,non,doctorat,3.0,215.1,1494.0,marié,0.58,2024-07-02,8000.0,9849.81775368521
18.0,oui,bac+2,3.0,285.7,1379.0,marié,0.84,2024-10-22,5000.0,19656.6597615602
56.0,oui,aucun,1.0,456.2,1435.0,marié,0.18,2020-10-30,1016.28,5703.955188223215
74.0,oui,bac,3.0,312.5,2641.0,veuf,0.45,2022-09-11,953.7,3227.086694925262
65.0,non,aucun,1.0,193.9,2519.0,veuf,0.32,2022-06-18,5000.0,500.0
51.0,non,aucun,4.0,191.5,3488.0,célibataire,0.44,2022-06-20,5318.868,500.0
32.0,oui,master,2.0,348.4,4015.0,divorcé,0.56,2023-04-10,10000.0,7095.621860118412
75.0,non,bac,0.0,291.8,1216.0,marié,0.47,2025-02-17,660.38,500.0
46.0,non,master,2.0,130.9,693.0,veuf,0.02,2022-03-03,1080.71,500.0
33.0,non,bac,1.0,97.3,1845.0,divorcé,0.76,2022-12-24,230.83,500.0
56.0,non,master,0.0,261.8,1150.0,marié,0.55,2020-09-30,10000.0,500.0
47.0,non,bac,1.0,302.3,3864.0,veuf,0.87,2020-05-27,5231.054,500.0
43.0,non,aucun,2.0,268.2,2329.0,divorcé,0.11,2024-03-12,10000.0,14288.745445050952
62.0,non,bac,2.0,236.0,1459.0,veuf,0.35,2022-09-15,10000.0,7302.541699274392
72.0,non,doctorat,3.0,46.5,2410.0,veuf,0.72,2023-12-30,10000.0,24026.83445406069
66.0,oui,doctorat,3.0,180.4,1360.0,divorcé,0.81,2020-12-22,10000.0,500.0
62.0,non,aucun,1.0,189.5,1653.0,marié,0.99,2023-05-28,5000.0,2242.391662641652
41.0,oui,aucun,2.0,83.0,2659.0,célibataire,0.73,2024-04-16,389.07,500.0
20.0,oui,master,3.0,40.7,3684.0,divorcé,0.95,2024-05-23,885.58,500.0
75.0,non,aucun,0.0,260.5,1484.0,veuf,0.32,2021-02-28,10000.0,500.0
58.0,oui,bac,2.0,258.2,1942.0,célibataire,0.52,2021-03-11,394.9,500.0
63.0,oui,master,1.0,186.6,3317.0,veuf,0.2,2023-04-19,5221.392,500.0
49.0,oui,doctorat,0.0,283.4,3119.0,marié,0.66,2023-04-23,5000.0,27028.297612782484
44.0,oui,master,3.0,270.1,2672.0,veuf,0.86,2022-10-21,4366.382,12482.91052324288
34.0,oui,bac,3.0,339.0,1330.0,veuf,0.25,2020-12-06,5000.0,3142.2590904672284
56.0,non,bac+2,0.0,372.2,3158.0,marié,0.76,2025-05-26,10000.0,500.0
60.0,non,bac+2,1.0,97.7,826.0,marié,0.99,2020-08-24,7212.556,11626.347375091977
60.0,non,doctorat,2.0,174.5,2290.0,veuf,0.19,2020-10-14,5098.628,29322.25467431438
73.0,non,aucun,1.0,257.3,3979.0,divorcé,0.61,2023-10-04,5000.0,18482.90008565181
70.0,non,doctorat,2.0,250.6,2420.0,divorcé,0.15,2024-09-29,10000.0,2375.417009327576
63.0,non,aucun,4.0,114.5,3128.0,célibataire,0.41,2021-08-28,929.23,500.0
56.0,non,bac,2.0,366.6,1604.0,marié,0.24,2020-11-22,589.74,6887.184498006896
75.0,oui,bac+2,4.0,356.8,3166.0,veuf,0.54,2021-01-15,10000.0,9403.312586896614
49.0,oui,doctorat,1.0,248.6,500.0,veuf,0.64,2022-04-10,5183.184,500.0
33.0,non,aucun,2.0,307.2,1587.0,veuf,0.07,2020-12-06,1708.482,500.0
45.0,non,aucun,4.0,347.8,3945.0,célibataire,0.51,2021-01-27,912.24,500.0
58.0,non,master,2.0,294.1,2346.0,divorcé,0.37,2021-09-03,612.37,8255.436626295073
41.0,oui,master,1.0,298.5,2493.0,divorcé,0.91,2021-03-03,5000.0,19971.892260108933
66.0,oui,bac,1.0,79.8,1758.0,veuf,0.59,2020-12-15,10000.0,500.0
71.0,non,master,1.0,250.2,5682.0,veuf,0.94,2022-04-23,10000.0,28604.90263475217
52.0,non,bac+2,1.0,96.2,4006.0,veuf,0.04,2022-09-09,1631.95,5653.913768997805
34.0,non,bac+2,2.0,231.6,3096.0,marié,0.47,2024-03-02,5000.0,18594.886961393648
23.0,oui,aucun,1.0,240.8,2441.0,divorcé,0.33,2020-10-18,690.45,500.0
60.0,non,doctorat,0.0,295.9,3473.0,divorcé,0.09,2024-02-22,879.59,500.0
74.0,oui,bac+2,2.0,264.5,2323.0,veuf,0.64,2022-05-27,5000.0,500.0
58.0,oui,doctorat,3.0,264.6,2980.0,veuf,0.22,2024-12-25,5370.523999999999,16483.374548148036
40.0,oui,bac,0.0,339.1,3652.0,veuf,0.26,2021-06-27,6151.530000000001,500.0
18.0,non,bac,4.0,84.1,2465.0,divorcé,0.24,2025-04-03,5000.0,25954.08783076408
45.0,non,aucun,1.0,179.8,2864.0,célibataire,0.89,2022-03-10,5101.005999999999,500.0
55.0,non,doctorat,2.0,179.4,2509.0,veuf,0.81,2022-10-02,6184.96,8572.118955821903
22.0,non,master,3.0,254.6,2083.0,célibataire,0.57,2023-07-21,5361.034,500.0
75.0,oui,bac+2,0.0,97.8,2032.0,divorcé,0.47,2022-06-02,10000.0,500.0
47.0,non,aucun,4.0,366.3,1637.0,veuf,0.36,2025-02-18,5000.0,1567.0469536837927
18.0,non,doctorat,-1.0,320.9,4843.0,marié,0.13,2020-09-06,10000.0,16471.436727128792
54.0,non,doctorat,2.0,75.5,4308.0,marié,0.56,2020-09-25,5000.0,5194.519058167943
57.0,non,doctorat,3.0,26.9,2759.0,célibataire,0.54,2024-05-16,5000.0,12850.06110580871
75.0,oui,bac+2,1.0,346.8,2548.0,veuf,0.92,2020-03-18,5000.0,18929.42139938396
32.0,oui,master,2.0,116.9,845.0,veuf,0.83,2024-05-12,663.76,500.0
66.0,non,aucun,5.0,350.4,3880.0,célibataire,0.44,2022-02-18,10000.0,13193.66622273394
40.0,non,bac,0.0,275.1,2559.0,veuf,0.83,2022-01-13,1192.84,8329.184540607268
28.0,non,doctorat,0.0,309.0,1988.0,veuf,0.22,2020-05-05,5000.0,500.0
24.0,non,bac,5.0,332.4,2899.0,marié,0.68,2020-05-27,6326.308,5272.078202260554
48.0,non,bac+2,5.0,117.7,2128.0,veuf,0.94,2021-04-20,10000.0,12090.118238289077
35.0,oui,aucun,1.0,372.9,3010.0,veuf,0.31,2020-02-29,1314.72,500.0
26.0,oui,bac,1.0,347.2,2623.0,divorcé,0.54,2022-08-21,5376.2880000000005,500.0
61.0,oui,doctorat,3.0,293.4,2602.0,veuf,0.23,2023-12-21,4342.2699999999995,30514.57582546715
36.0,oui,master,2.0,196.0,1023.0,divorcé,0.56,2024-01-16,936.83,500.0
47.0,oui,aucun,1.0,288.9,786.0,célibataire,0.58,2024-08-28,261.2,500.0
49.0,oui,aucun,2.0,97.8,1982.0,veuf,0.76,2023-04-09,7143.005999999999,7251.41566732458
37.0,oui,bac+2,4.0,98.7,607.0,veuf,0.11,2022-09-17,10000.0,500.0
23.0,non,aucun,3.0,376.6,1784.0,veuf,0.19,2024-07-31,682.85,500.0
60.0,oui,bac,3.0,98.1,500.0,divorcé,0.76,2020-10-22,10000.0,500.0
55.0,non,bac+2,2.0,225.5,959.0,marié,0.64,2025-05-17,10000.0,500.0
53.0,non,aucun,0.0,273.0,500.0,veuf,0.87,2022-08-29,1279.72,500.0
51.0,oui,doctorat,2.0,175.4,841.0,veuf,0.19,2023-05-17,5000.0,15211.678145341306
26.0,oui,bac,-2.0,438.6,2171.0,veuf,0.7,2024-01-17,4317.108,500.0
44.0,oui,bac+2,2.0,277.2,3788.0,célibataire,0.65,2023-12-30,5000.0,505.0776102889452
59.0,oui,aucun,1.0,343.7,3621.0,veuf,0.57,2021-08-14,6132.9839999999995,500.0
21.0,non,bac,0.0,357.8,3569.0,veuf,0.77,2020-12-03,5000.0,500.0
53.0,oui,bac,1.0,235.3,3408.0,célibataire,0.18,2023-06-14,5000.0,500.0
38.0,oui,doctorat,2.0,330.8,2779.0,veuf,0.98,2020-02-06,600.26,500.0
23.0,oui,aucun,3.0,98.4,2299.0,veuf,0.79,2024-09-20,3279.72,1906.9583724923764
73.0,non,aucun,2.0,202.0,2827.0,célibataire,0.03,2021-07-26,865.98,7643.189776476381
45.0,non,bac+2,1.0,187.7,3742.0,divorcé,0.07,2023-03-07,1327.21,500.0
21.0,oui,doctorat,2.0,66.9,1623.0,célibataire,0.36,2022-01-03,975.93,13752.363733982857
18.0,oui,master,3.0,209.0,2386.0,marié,0.62,2021-07-09,5147.706,29332.883490281554
48.0,oui,bac+2,2.0,80.5,2473.0,célibataire,0.56,2023-06-08,3367.066,500.0
48.0,non,bac+2,2.0,387.4,1535.0,veuf,0.97,2021-04-24,4371.316000000001,500.0
26.0,non,bac,1.0,457.6,5476.0,divorcé,0.24,2025-03-12,846.36,9948.821126886953
34.0,oui,bac+2,0.0,259.8,4867.0,divorcé,0.94,2022-09-14,5138.136,1401.5561607226446
60.0,non,master,2.0,258.1,2684.0,divorcé,0.8,2024-10-29,943.5,6849.330878460205
33.0,non,doctorat,2.0,246.7,2507.0,veuf,0.14,2020-12-22,6158.752,20684.462617203324
74.0,oui,doctorat,1.0,342.1,4843.0,marié,0.13,2023-07-16,10000.0,12394.110256562773
26.0,non,aucun,3.0,381.8,4262.0,veuf,0.91,2020-04-13,6125.746,17728.58504057617
29.0,oui,master,2.0,139.2,3189.0,marié,0.4,2020-04-23,10000.0,22780.826278044955
35.0,non,bac+2,0.0,198.4,2619.0,veuf,0.61,2023-05-04,923.7,500.0
65.0,oui,aucun,2.0,73.1,500.0,marié,0.44,2024-12-17,5321.546,9883.846796641545
62.0,oui,bac+2,2.0,231.9,1264.0,marié,0.95,2022-04-17,10000.0,22150.047884630072
40.0,oui,doctorat,0.0,307.5,3808.0,célibataire,0.7,2023-06-29,5261.638000000001,33085.57158869816
47.0,oui,bac+2,0.0,96.0,4424.0,divorcé,0.48,2020-02-09,10000.0,19316.473971898955
52.0,oui,master,3.0,244.9,3461.0,divorcé,0.08,2022-03-21,5000.0,24819.146175092945
62.0,non,bac+2,1.0,271.9,4860.0,marié,0.72,2022-05-30,10000.0,6115.360294199886
71.0,oui,aucun,0.0,314.0,500.0,veuf,0.49,2021-02-10,4280.252,500.0
37.0,non,doctorat,1.0,85.1,1713.0,veuf,0.21,2023-07-28,5475.558,500.0
53.0,non,master,1.0,335.5,1580.0,veuf,0.3,2023-09-27,5000.0,6158.498603427309
57.0,oui,master,0.0,383.0,4288.0,divorcé,0.62,2025-01-27,10000.0,500.0
26.0,non,master,3.0,422.5,1906.0,célibataire,0.41,2021-04-05,885.93,17905.13205389855
60.0,non,master,2.0,229.0,1538.0,marié,0.05,2025-05-07,7175.594,12370.354567099315
71.0,non,bac,-1.0,317.6,2909.0,veuf,0.72,2020-06-14,5000.0,500.0
42.0,oui,bac,2.0,290.2,3415.0,veuf,0.58,2024-10-11,6053.164,500.0
31.0,non,master,0.0,215.08,2338.0,veuf,0.23,2024-06-23,5269.902,500.0
51.0,oui,master,2.0,199.0,1772.0,veuf,0.98,2023-10-31,5000.0,12900.974654775842
59.0,non,aucun,0.0,119.7,2384.0,veuf,0.23,2022-06-02,5000.0,500.0
60.0,oui,aucun,4.0,411.2,2019.0,veuf,0.14,2025-04-04,10000.0,4735.60356989317
44.0,oui,master,1.0,271.1,1692.0,veuf,0.18,2024-08-12,1179.71,22619.40956320405
50.0,oui,bac+2,0.0,272.0,1453.0,marié,0.42,2024-03-13,10000.0,500.0
45.0,non,bac+2,0.0,-12.2,1595.0,marié,0.8,2024-03-13,7168.592,7403.9642438986575
35.0,oui,bac+2,3.0,447.8,3618.0,divorcé,0.53,2023-08-29,4370.62,5396.145949238022
50.0,non,master,1.0,327.7,3157.0,célibataire,0.11,2024-01-14,6149.364,500.0
27.0,non,bac+2,2.0,333.6,3223.0,veuf,0.61,2020-03-19,491.48,500.0
38.0,oui,bac+2,1.0,272.4,1404.0,veuf,0.36,2020-04-21,1709.9239999999998,500.0
61.0,oui,doctorat,0.0,288.1,5045.0,marié,0.28,2021-04-15,10000.0,27991.03951965214
41.0,oui,bac,0.0,191.5,2543.0,veuf,0.06,2021-04-20,5000.0,17055.017519035733
56.0,non,aucun,2.0,269.4,2427.0,veuf,0.56,2020-05-14,412.91,500.0
49.0,oui,bac+2,0.0,266.3,2250.0,veuf,0.34,2023-01-13,5000.0,5895.757226166676
68.0,non,master,4.0,248.5,1811.0,divorcé,0.15,2022-03-07,3269.158,500.0
55.0,non,doctorat,0.0,295.9,3544.0,célibataire,0.02,2024-12-30,5000.0,1157.6827693975506
67.0,non,master,3.0,196.5,2273.0,veuf,0.26,2025-05-03,1561.032,500.0
48.0,non,aucun,0.0,249.2,1268.0,marié,0.14,2025-05-31,907.5,500.0
61.0,non,bac+2,2.0,292.7,2201.0,veuf,0.65,2020-11-23,10000.0,500.0
49.0,non,bac,1.0,173.6,2758.0,marié,0.14,2021-11-25,10000.0,500.0
49.0,non,bac,1.0,269.9,2378.0,divorcé,0.06,2023-03-05,884.41,4244.287087773865
73.0,non,bac+2,2.0,495.0,1631.0,marié,0.67,2023-01-02,5000.0,12004.6465475059
75.0,non,aucun,2.0,55.6,1316.0,veuf,0.77,2020-05-21,5000.0,500.0
50.0,non,aucun,1.0,151.7,1234.0,célibataire,0.4,2024-12-02,823.53,3312.0721402400927
39.0,non,bac+2,-1.0,265.1,3064.0,célibataire,0.44,2025-04-02,5000.0,500.0
41.0,non,master,4.0,215.1,3158.0,veuf,0.6,2023-06-08,1049.44,2882.311024005486
70.0,oui,bac,2.0,173.1,500.0,marié,0.7,2024-08-24,5000.0,500.0
68.0,non,aucun,2.0,356.7,1796.0,veuf,0.3,2020-04-01,10000.0,500.0
24.0,non,master,3.0,293.6,666.0,célibataire,0.92,2020-11-29,818.33,500.0
29.0,non,aucun,0.0,237.3,500.0,marié,0.17,2022-09-01,5000.0,500.0
60.0,non,doctorat,0.0,239.1,1101.0,veuf,0.06,2020-04-08,5000.0,24387.846487110663
27.0,non,doctorat,1.0,296.5,1862.0,marié,0.15,2023-02-15,1022.28,4399.455730033997
53.0,non,master,2.0,222.2,2232.0,veuf,0.14,2023-07-02,5000.0,500.0
66.0,non,bac,2.0,258.2,5257.0,veuf,0.15,2021-12-09,5000.0,11152.516381821217
38.0,oui,aucun,1.0,179.2,1847.0,veuf,0.36,2020-08-24,5000.0,500.0
40.0,non,bac,1.0,299.0,4067.0,célibataire,0.15,2021-04-29,844.39,500.0
56.0,non,bac,1.0,210.5,1365.0,veuf,0.84,2021-07-27,5128.572,500.0
39.0,oui,bac,2.0,202.7,1835.0,veuf,0.38,2025-03-23,10000.0,7966.636289514005
75.0,oui,doctorat,0.0,322.4,2458.0,divorcé,0.52,2022-07-28,5000.0,16903.79388141983
57.0,non,bac,1.0,131.3,3466.0,veuf,0.18,2020-01-29,10000.0,500.0
24.0,non,bac,0.0,212.5,805.0,marié,0.25,2022-02-04,5000.0,500.0
44.0,non,aucun,0.0,330.9,936.0,divorcé,0.74,2022-05-19,10000.0,500.0
32.0,non,bac,2.0,280.0,1325.0,veuf,0.74,2022-06-15,5000.0,500.0
57.0,non,bac,2.0,95.1,2299.0,célibataire,0.54,2024-06-10,5000.0,500.0
72.0,oui,aucun,1.0,96.8,3640.0,marié,0.04,2024-10-17,10000.0,500.0
52.0,oui,doctorat,2.0,205.6,1770.0,veuf,0.43,2021-08-15,8000.0,500.0
71.0,oui,aucun,1.0,162.2,3226.0,veuf,0.17,2025-02-05,1155.15,4948.658039624541
61.0,non,bac+2,1.0,438.0,3657.0,veuf,0.93,2023-03-27,5411.832,500.0
61.0,oui,doctorat,4.0,342.2,2950.0,célibataire,0.63,2025-04-23,794.0,15674.757076699983
70.0,non,aucun,3.0,145.2,1714.0,veuf,0.77,2022-04-07,5106.2080000000005,500.0
73.0,non,bac,0.0,298.6,1393.0,célibataire,0.16,2021-05-28,10000.0,500.0
51.0,oui,bac+2,3.0,50.3,4834.0,divorcé,0.65,2024-11-09,10000.0,500.0
25.0,non,doctorat,3.0,190.7,2613.0,veuf,0.11,2023-09-16,5196.952,9249.338008178283
69.0,oui,bac+2,2.0,204.5,3778.0,veuf,0.11,2020-08-22,7000.0,24140.794380136525
57.0,oui,master,3.0,307.3,3268.0,célibataire,0.36,2022-12-21,10000.0,7658.483679923485
54.0,oui,master,2.0,475.9,500.0,célibataire,0.66,2021-06-10,7125.745999999999,23907.517505729626
33.0,non,doctorat,3.0,317.9,3450.0,marié,0.79,2021-05-21,673.98,24295.24949593758
19.0,oui,aucun,2.0,286.4,2160.0,divorcé,0.58,2025-01-21,714.96,2554.488761483466
59.0,non,bac,0.0,348.4,4015.0,célibataire,0.11,2020-09-28,516.8,500.0
42.0,oui,bac+2,0.0,281.1,2952.0,veuf,0.21,2023-02-13,7111.860000000001,8260.781038647026
25.0,oui,bac+2,3.0,171.5,2840.0,marié,0.47,2020-07-24,5000.0,10841.747881711815
63.0,non,aucun,3.0,99.3,2717.0,marié,0.46,2024-10-11,10000.0,1926.1718562650815
44.0,non,master,0.0,380.9,722.0,veuf,0.18,2023-09-20,5273.878,500.0
24.0,oui,bac,1.0,195.6,2865.0,veuf,0.59,2021-05-28,10000.0,500.0
33.0,oui,bac+2,2.0,283.0,1900.0,veuf,0.46,2023-07-30,5204.456,4378.381195835579
43.0,non,bac,0.0,269.3,2026.0,veuf,0.44,2023-12-18,5000.0,500.0
26.0,non,bac+2,2.0,85.4,1856.0,veuf,0.73,2021-02-26,502.07,14124.727987762812
45.0,oui,bac,3.0,390.1,4582.0,célibataire,0.81,2024-06-10,10000.0,3657.9519536147664
74.0,oui,aucun,2.0,433.5,3283.0,veuf,0.84,2021-12-04,5148.188,500.0
39.0,non,bac+2,3.0,162.9,3583.0,divorcé,0.7,2023-09-15,1413.96,500.0
55.0,oui,master,1.0,401.7,1868.0,divorcé,0.47,2021-08-31,299.58,500.0
20.0,oui,bac,1.0,75.1,3631.0,divorcé,0.48,2024-03-03,5000.0,26345.239109572427
70.0,oui,bac,4.0,409.1,2298.0,divorcé,0.77,2020-06-16,10000.0,2192.0624500531503
47.0,non,doctorat,2.0,355.1,3010.0,marié,0.72,2021-07-21,8125.745999999999,32202.496563884648
31.0,oui,bac+2,1.0,164.7,1971.0,veuf,0.8,2020-11-18,5000.0,500.0
32.0,non,bac+2,3.0,173.3,2491.0,marié,0.35,2021-12-11,7184.960000000001,24344.64026986155
31.0,oui,master,2.0,102.5,1335.0,divorcé,0.01,2020-06-09,1506.06,8381.80723000667
34.0,oui,doctorat,3.0,82.3,3696.0,divorcé,0.3,2022-02-24,5000.0,7470.32868998732
61.0,non,doctorat,2.0,386.6,3735.0,célibataire,0.16,2023-07-01,2490.504,6948.01379470045
42.0,non,doctorat,0.0,226.0,734.0,célibataire,0.24,2023-12-14,916.57,21414.829779743624
60.0,non,doctorat,2.0,300.2,4139.0,divorcé,0.58,2021-10-16,846.85,16330.931468920797
69.0,non,aucun,2.0,291.2,669.0,célibataire,0.38,2020-02-12,3413.126,500.0
41.0,oui,doctorat,2.0,292.4,3993.0,marié,0.18,2023-11-04,10000.0,19593.096265003594
57.0,oui,doctorat,0.0,260.1,4710.0,célibataire,0.35,2024-08-12,2510.836,11966.606450685778
53.0,oui,aucun,3.0,279.9,3438.0,veuf,0.87,2020-07-24,3350.16,500.0
22.0,non,master,3.0,153.7,1304.0,veuf,0.75,2025-02-23,10000.0,500.0
70.0,non,bac+2,2.0,308.4,2300.0,marié,0.98,2023-11-25,346.69,6913.488862019896
41.0,non,master,4.0,378.3,2599.0,veuf,0.79,2022-04-08,5000.0,500.0
54.0,non,bac,0.0,504.7,1087.0,marié,0.48,2021-09-11,5000.0,500.0
73.0,non,doctorat,2.0,197.2,1475.0,divorcé,0.77,2024-11-20,759.18,14001.39846288207
19.0,non,aucun,1.0,170.0,4010.0,divorcé,0.12,2021-03-21,1076.75,6355.435134445779
46.0,oui,bac+2,2.0,214.5,2890.0,veuf,0.34,2023-02-25,5000.0,24950.64603305165
64.0,non,bac+2,2.0,274.1,2512.0,célibataire,0.82,2022-11-26,10000.0,17425.799955191167
43.0,oui,aucun,0.0,247.5,1602.0,veuf,0.86,2022-04-12,5000.0,500.0
75.0,oui,bac,3.0,198.2,500.0,marié,0.73,2021-01-20,5000.0,500.0
70.0,oui,aucun,0.0,384.1,2831.0,veuf,0.48,2024-08-19,5000.0,500.0
59.0,oui,doctorat,2.0,370.0,2720.0,veuf,0.03,2022-07-22,615.55,500.0
24.0,non,master,-1.0,257.4,3973.0,veuf,0.04,2020-08-23,10000.0,500.0
21.0,non,doctorat,1.0,282.6,3364.0,célibataire,0.54,2024-12-10,5306.71,25174.62775680166
48.0,non,master,0.0,238.3,1220.0,célibataire,0.07,2025-02-13,1121.91,500.0
53.0,oui,bac+2,1.0,192.7,2312.0,divorcé,0.47,2024-07-12,5000.0,500.0
75.0,non,bac+2,2.0,360.2,1491.0,célibataire,0.05,2022-11-24,5000.0,9811.683119275182
19.0,non,bac,2.0,17.3,3147.0,veuf,0.11,2021-10-29,2749.06,500.0
18.0,oui,bac,2.0,308.7,3773.0,célibataire,0.31,2023-01-19,5000.0,500.0
18.0,oui,bac+2,1.0,119.4,2590.0,célibataire,0.95,2023-02-06,10000.0,2156.50464332969
51.0,oui,bac,3.0,472.3,828.0,veuf,0.49,2020-03-10,5000.0,2685.290504821736
18.0,oui,master,4.0,332.0,3461.0,divorcé,0.04,2020-06-28,10000.0,28736.232465116256
66.0,non,master,4.0,433.3,669.0,veuf,0.68,2025-02-23,5000.0,19996.336633495277
30.0,oui,bac,0.0,415.2,3103.0,marié,0.03,2020-03-10,5000.0,9354.054698714512
37.0,oui,bac+2,0.0,276.6,1851.0,divorcé,0.95,2020-09-13,7083.751999999999,25445.9292932844
42.0,oui,bac,2.0,189.2,4521.0,célibataire,0.04,2022-10-14,5000.0,21731.310946375517
19.0,oui,bac+2,1.0,130.4,4036.0,divorcé,0.89,2024-06-04,600.07,500.0
39.0,oui,aucun,5.0,321.5,1324.0,marié,0.27,2024-01-14,5000.0,21949.495897745404
38.0,non,master,4.0,233.5,3022.0,divorcé,0.43,2022-03-25,5000.0,26624.136057545533
66.0,oui,bac+2,0.0,160.6,1805.0,veuf,0.54,2023-01-31,10000.0,1278.629328916341
65.0,oui,bac+2,1.0,357.1,2993.0,veuf,0.13,2022-09-21,8125.745999999999,17327.55611497214
59.0,oui,doctorat,0.0,328.0,2381.0,marié,0.75,2022-08-04,5000.0,500.0
54.0,non,bac,0.0,272.7,1292.0,célibataire,0.03,2024-09-21,1225.86,500.0
57.0,non,master,1.0,96.0,3042.0,célibataire,0.18,2021-07-31,4217.933999999999,500.0
56.0,non,bac,1.0,304.7,2278.0,veuf,0.09,2022-05-24,4303.832,500.0
65.0,non,bac+2,3.0,143.7,2391.0,célibataire,0.51,2022-09-26,823.23,16854.43777906557
74.0,non,doctorat,3.0,223.1,2899.0,marié,0.34,2024-05-30,10000.0,16392.662848274864
56.0,oui,bac,1.0,297.2,2833.0,veuf,0.81,2023-12-22,486.4,500.0
63.0,non,master,1.0,447.9,2007.0,célibataire,0.59,2021-04-29,10000.0,500.0
63.0,oui,doctorat,3.0,242.8,918.0,veuf,0.04,2024-12-14,10000.0,13656.155741951416
27.0,oui,bac+2,1.0,314.4,2066.0,divorcé,0.54,2021-03-14,137.53,500.0
35.0,non,master,1.0,201.5,1020.0,divorcé,1.0,2023-11-14,6187.366,500.0
71.0,non,master,1.0,266.3,4602.0,veuf,0.44,2020-05-03,848.91,5548.237213825962
62.0,non,aucun,0.0,312.8,2907.0,marié,0.52,2024-08-19,7000.0,500.0
48.0,oui,bac,0.0,219.5,913.0,divorcé,0.34,2021-08-14,8000.0,500.0
26.0,non,aucun,0.0,68.9,2098.0,divorcé,0.66,2020-04-10,10000.0,500.0
75.0,non,bac,1.0,281.0,1176.0,célibataire,0.81,2024-05-28,5000.0,500.0
53.0,non,aucun,5.0,199.2,3187.0,divorcé,0.08,2024-09-10,557.77,10796.599550486097
71.0,oui,bac,0.0,138.6,1259.0,célibataire,0.23,2022-07-07,5000.0,500.0
51.0,non,bac,0.0,349.7,2735.0,célibataire,0.79,2023-08-09,4348.12,500.0
28.0,non,aucun,3.0,223.2,4052.0,divorcé,0.69,2024-06-21,7200.147999999999,4447.341900317692
70.0,non,master,0.0,355.4,2927.0,célibataire,0.88,2022-04-24,5000.0,500.0
38.0,oui,master,1.0,323.8,1566.0,célibataire,0.56,2024-04-24,1087.25,12163.506864541228
57.0,oui,doctorat,1.0,270.5,4434.0,veuf,0.12,2021-07-14,10000.0,7784.363132563638
63.0,non,aucun,4.0,195.1,2355.0,veuf,0.05,2022-12-29,3347.632,500.0
18.0,oui,bac+2,0.0,335.2,5148.0,marié,0.34,2020-01-09,5000.0,20188.87698499291
61.0,oui,doctorat,3.0,174.2,2324.0,veuf,0.14,2021-07-12,5000.0,7400.416616381762
45.0,oui,bac+2,1.0,156.0,2343.0,veuf,0.13,2020-09-07,10000.0,5327.4694456393245
